gene_id,baseMean,log2FoldChange,shrunk_log2FoldChange,pvalue,padj
AT1G01260,108.66666666666667,0.5685369528080451,0.5685369528080451,0.09483237796428698,1.0
AT1G01270,0.0,0.0,0.0,1.0,1.0
AT1G01280,0.0,0.0,0.0,1.0,1.0
AT1G01290,173.0,-0.4344028241457749,-0.4344028241457749,0.39158585313908045,1.0
AT1G01300,482.3333333333333,0.19531031986222594,0.19531031986222594,0.5962111233778338,1.0
AT1G01305,0.3333333333333333,-0.736965594166206,-0.736965594166206,0.4226497308103743,1.0
AT1G01310,2.3333333333333335,-2.5025003405291835,-2.5025003405291835,0.21491898427113806,1.0
AT1G01320,77.83333333333333,-0.20163386116965057,-0.20163386116965057,0.6521457905746748,1.0
AT1G01335,0.0,0.0,0.0,1.0,1.0
AT1G01340,11.666666666666666,0.15200309344505006,0.15200309344505006,0.8745579907809578,1.0
AT1G01350,252.33333333333334,-0.4672222317926513,-0.4672222317926513,0.2578308422596018,1.0
AT1G01355,0.0,0.0,0.0,1.0,1.0
AT1G01360,322.6666666666667,-0.36445694211886615,-0.36445694211886615,0.360231428108267,1.0
AT1G01370,124.66666666666667,-0.8337303374819016,-0.8337303374819016,0.12779468818649664,1.0
AT1G01380,9.333333333333334,-0.5655971758542253,-0.5655971758542253,0.3002534280322139,1.0
AT1G01390,0.5,-0.3219280948873623,-0.3219280948873623,0.6855984144761557,1.0
AT1G01400,0.0,0.0,0.0,1.0,1.0
AT1G01410,0.0,0.0,0.0,1.0,1.0
AT1G01420,1.5,-0.5849625007211563,-0.5849625007211563,0.5185185185185185,1.0
AT1G01430,127.33333333333333,0.24037920017348316,0.24037920017348316,0.28469642602907225,1.0
AT1G01440,82.33333333333333,0.10391895145659222,0.10391895145659222,0.7378453853617712,1.0
AT1G01448,140.66666666666666,-0.027157414433149406,-0.027157414433149406,0.963158104757365,1.0
AT1G01450,61.166666666666664,-0.023207391161325235,-0.023207391161325235,0.9761868602568793,1.0
AT1G01453,2.1666666666666665,-1.4854268271702418,-1.4854268271702418,0.24257524083370202,1.0
AT1G01460,0.0,0.0,0.0,1.0,1.0
AT1G01470,460.3333333333333,-0.4028832989942148,-0.4028832989942148,0.6497707906549411,1.0
AT1G01480,8.833333333333334,-1.304854581528421,-1.304854581528421,0.3608964336785084,1.0
AT1G01490,435.5,-0.8129845361442886,-0.8129845361442886,0.25356573072938443,1.0
AT1G01500,51.833333333333336,0.3383225331380312,0.3383225331380312,0.034411247421514024,1.0
AT1G01510,496.0,0.14138298006783623,0.14138298006783623,0.7517716550179038,1.0
AT1G01520,1.3333333333333333,0.415037499278844,0.415037499278844,0.6528091089593836,1.0
AT1G01530,0.0,0.0,0.0,1.0,1.0
AT1G01540,201.5,-0.05462707875210328,-0.05462707875210328,0.8591324907130078,1.0
AT1G01550,1179.6666666666667,-0.26878532682089906,-0.26878532682089906,0.44115184805228397,1.0
AT1G01560,2.1666666666666665,1.9068905956085185,1.9068905956085185,0.2518117259924774,1.0
AT1G01570,26.166666666666668,0.48239276708060835,0.48239276708060835,0.4360360577869129,1.0
AT1G01580,59.5,-0.15116407333365064,-0.15116407333365064,0.8454217913818615,1.0
AT1G01590,0.0,0.0,0.0,1.0,1.0
AT1G01600,0.16666666666666666,-0.4150374992788438,-0.4150374992788438,0.4226497308103743,1.0
AT1G01610,14.166666666666666,-2.8624964762500653,-2.8624964762500653,0.14878853073963694,1.0
AT1G01620,6281.333333333333,-0.25356441678164093,-0.25356441678164093,0.22923747211335133,1.0
AT1G01630,267.0,-0.3352584252998459,-0.3352584252998459,0.5124768926500802,1.0
AT1G01640,153.83333333333334,-0.2147031557478003,-0.2147031557478003,0.6623841662214183,1.0
AT1G01650,243.5,0.38582171148598915,0.38582171148598915,0.2932450966303381,1.0
AT1G01660,17.166666666666668,0.5629361943911575,0.5629361943911575,0.5979596179232897,1.0
AT1G01670,25.5,-0.6457165318002521,-0.6457165318002521,0.534543589210697,1.0
AT1G01680,0.0,0.0,0.0,1.0,1.0
AT1G01690,75.66666666666667,-0.23890274336089581,-0.23890274336089581,0.5540124751973421,1.0
AT1G01695,0.8333333333333334,-0.807354922057604,-0.807354922057604,0.5351057454031655,1.0
AT1G01700,13.0,-1.1575412769864797,-1.1575412769864797,0.1595746373427136,1.0
AT1G01710,80.5,0.254382535580885,0.254382535580885,0.5120225925463383,1.0
AT1G01715,23.833333333333332,-0.8570420461579569,-0.8570420461579569,0.1840465222743636,1.0
AT1G01720,1516.3333333333333,0.3948131185404782,0.3948131185404782,0.38357840770178575,1.0
AT1G01725,205.33333333333334,-1.008748935489592,-1.008748935489592,0.12301662168028699,1.0
AT1G01730,513.6666666666666,-0.06728812979580086,-0.06728812979580086,0.8154179629212519,1.0
AT1G01740,18.5,0.27207954543680074,0.27207954543680074,0.16177202187742357,1.0
AT1G01750,234.16666666666666,-0.20689132779626004,-0.20689132779626004,0.7111495957269819,1.0
AT1G01760,75.33333333333333,-0.08822718301173539,-0.08822718301173539,0.8527599554821883,1.0
AT1G01770,187.16666666666666,-0.07413172957721464,-0.07413172957721464,0.5815759191186173,1.0
AT1G01780,127.33333333333333,-0.323614471515249,-0.323614471515249,0.2506431284482396,1.0
AT1G01790,52.833333333333336,-0.8549496671967168,-0.8549496671967168,0.1768508975848405,1.0
AT1G01800,1017.6666666666666,-0.10579466402259677,-0.10579466402259677,0.7497437694691873,1.0
AT1G01810,12.833333333333334,-0.6724253419714956,-0.6724253419714956,0.37957568180968926,1.0
AT1G01820,550.6666666666666,0.07498471502507113,0.07498471502507113,0.8338192480271487,1.0
AT1G01830,133.5,0.03933241239810023,0.03933241239810023,0.9183786973751544,1.0
AT1G01840,26.833333333333332,-0.797183117000313,-0.797183117000313,0.3680741000388507,1.0
AT1G01860,32.666666666666664,-0.11433267547899523,-0.11433267547899523,0.8572621681263293,1.0
AT1G01870,0.0,0.0,0.0,1.0,1.0
AT1G01880,11.833333333333334,-1.2313255461064556,-1.2313255461064556,0.1518442306337037,1.0
AT1G01890,0.0,0.0,0.0,1.0,1.0
AT1G01900,6.5,0.5849625007211562,0.5849625007211562,0.17909679237710666,1.0
AT1G01910,473.8333333333333,-0.10638934459197685,-0.10638934459197685,0.7330605656925699,1.0
AT1G01920,276.1666666666667,-0.06073575928679157,-0.06073575928679157,0.8711108477702176,1.0
AT1G01930,93.5,-0.1987798641144975,-0.1987798641144975,0.6020647157653959,1.0
AT1G01940,286.3333333333333,-0.8178855895497736,-0.8178855895497736,0.24196783203060704,1.0
AT1G01950,102.66666666666667,0.12068148242246314,0.12068148242246314,0.7096252967517692,1.0
AT1G01960,294.6666666666667,0.5094397239944657,0.5094397239944657,0.11143450967634812,1.0
AT1G01970,40.0,-0.9475325801058645,-0.9475325801058645,0.11216320243010883,1.0
AT1G01980,0.3333333333333333,-0.736965594166206,-0.736965594166206,0.4226497308103743,1.0
AT1G01990,238.16666666666666,0.08648705829742281,0.08648705829742281,0.712660929736695,1.0
AT1G02000,148.0,0.019365324866931214,0.019365324866931214,0.9352089444645415,1.0
AT1G02010,25.5,-0.3096844991326151,-0.3096844991326151,0.5869090775808532,1.0
AT1G02020,63.333333333333336,-0.14963607890113392,-0.14963607890113392,0.6533625836509601,1.0
AT1G02030,9.333333333333334,-0.46948528330122,-0.46948528330122,0.6311983183176888,1.0
AT1G02040,0.0,0.0,0.0,1.0,1.0
AT1G02050,30.0,0.9307373375628862,0.9307373375628862,0.08813443515426156,1.0
AT1G02060,35.333333333333336,0.45371796744290344,0.45371796744290344,0.5525463890860819,1.0
AT1G02065,0.0,0.0,0.0,1.0,1.0
AT1G02067,0.0,0.0,0.0,1.0,1.0
AT1G02070,0.3333333333333333,0.0,0.0,1.0,1.0
AT1G02080,248.5,-0.021202312730068194,-0.021202312730068194,0.924066365419778,1.0
AT1G02090,427.1666666666667,-0.2397828807117784,-0.2397828807117784,0.1914151715726983,1.0
AT1G02100,468.6666666666667,0.1167899518516276,0.1167899518516276,0.6899824277287562,1.0
AT1G02110,128.83333333333334,0.0037039687634189537,0.0037039687634189537,0.9964570740450953,1.0
AT1G02120,287.5,0.15517037252373309,0.15517037252373309,0.5421537704511673,1.0
AT1G02130,1106.8333333333333,-0.549597019512081,-0.549597019512081,0.13771354356329654,1.0
AT1G02140,2205.5,-0.46672831509592316,-0.46672831509592316,0.16538095444551248,1.0
AT1G02145,217.16666666666666,-0.12572292135747218,-0.12572292135747218,0.7604234507399654,1.0
AT1G02150,227.0,0.20281688299968706,0.20281688299968706,0.5262538706734583,1.0
AT1G02160,539.1666666666666,-0.6847302867399333,-0.6847302867399333,0.15354507579245905,1.0
AT1G02170,242.16666666666666,0.12863234162489895,0.12863234162489895,0.5609395699941647,1.0
AT1G02180,51.666666666666664,-0.38578369430372966,-0.38578369430372966,0.4967084300889433,1.0
AT1G02190,0.3333333333333333,0.736965594166206,0.736965594166206,0.4226497308103743,1.0
AT1G02205,0.8333333333333334,-1.415037499278844,-1.415037499278844,0.19935923097456426,1.0
AT1G02210,0.16666666666666666,-0.4150374992788438,-0.4150374992788438,0.4226497308103743,1.0
AT1G02220,126.16666666666667,0.5550854593865405,0.5550854593865405,0.37461367282007035,1.0
AT1G02230,18.333333333333332,0.400537929583729,0.400537929583729,0.7537127960400911,1.0
AT1G02250,0.16666666666666666,0.41503749927884376,0.41503749927884376,0.4226497308103743,1.0
AT1G02260,109.0,-0.008743633071976144,-0.008743633071976144,0.9749901853761715,1.0
AT1G02270,107.33333333333333,-0.24920525247041453,-0.24920525247041453,0.1860797610614187,1.0
AT1G02280,199.5,-0.4767965220268018,-0.4767965220268018,0.27984689197876267,1.0
AT1G02290,49.333333333333336,0.03821932223049015,0.03821932223049015,0.8615163100387868,1.0
AT1G02300,26.5,0.8073549220576041,0.8073549220576041,0.3463240329058311,1.0
AT1G02305,651.6666666666666,-0.24818200937948595,-0.24818200937948595,0.5480394212172007,1.0
AT1G02310,6.5,-1.6280312226130422,-1.6280312226130422,0.3086674359819084,1.0
AT1G02320,0.5,-1.0,-1.0,0.42264973081037416,1.0
AT1G02330,320.5,-0.2655026614245435,-0.2655026614245435,0.4859935809796739,1.0
AT1G02335,273.3333333333333,-0.18255215680465692,-0.18255215680465692,0.8389937722575326,1.0
AT1G02340,44.5,-0.010569241710187133,-0.010569241710187133,0.9939616280253962,1.0
AT1G02350,6.0,-1.1575412769864797,-1.1575412769864797,0.07510718496859961,1.0
AT1G02360,74.5,0.5479004064996112,0.5479004064996112,0.6238701949072915,1.0
AT1G02370,81.83333333333333,-0.15690605497245055,-0.15690605497245055,0.7941934432343406,1.0
AT1G02380,16.666666666666668,-0.1634987322828797,-0.1634987322828797,0.7997101529912768,1.0
AT1G02390,35.166666666666664,1.5235619560570126,1.5235619560570126,0.07152008629228522,1.0
AT1G02400,22.5,-2.3590810933048285,-2.3590810933048285,0.30377931663511015,1.0
AT1G02405,0.0,0.0,0.0,1.0,1.0
AT1G02410,325.8333333333333,-0.31464675552671084,-0.31464675552671084,0.28829235917020846,1.0
AT1G02420,22.833333333333332,0.344648171387446,0.344648171387446,0.2649204812109438,1.0
AT1G02430,85.16666666666667,-0.2517832708590849,-0.2517832708590849,0.719560512540002,1.0
AT1G02440,43.0,-0.19703684705955363,-0.19703684705955363,0.7804056593435755,1.0
AT1G02450,11.833333333333334,1.415037499278844,1.415037499278844,0.1918418329778607,1.0
AT1G02460,49.333333333333336,0.620882074976099,0.620882074976099,0.3142136855177882,1.0
AT1G02470,0.6666666666666666,-1.2223924213364479,-1.2223924213364479,0.26970325665977846,1.0
AT1G02475,58.166666666666664,-1.024453043724539,-1.024453043724539,0.03496719535237662,1.0
AT1G02480,0.0,0.0,0.0,1.0,1.0
AT1G02490,0.5,-1.0,-1.0,0.22540333075851665,1.0
AT1G02500,11214.666666666666,-0.16439800923945996,-0.16439800923945996,0.5207809656114282,1.0
AT1G02510,6.0,0.2756344426134276,0.2756344426134276,0.7723511800946554,1.0
AT1G02520,173.83333333333334,0.7922480296673957,0.7922480296673957,0.13862641627199881,1.0
AT1G02530,6.166666666666667,-0.20163386116965057,-0.20163386116965057,0.8144017350665842,1.0
AT1G02540,0.0,0.0,0.0,1.0,1.0
AT1G02550,0.0,0.0,0.0,1.0,1.0
AT1G02560,376.0,-0.539394344915797,-0.539394344915797,0.25553341355010123,1.0
AT1G02570,10.5,-1.0,-1.0,0.4175878264177228,1.0
AT1G02575,12.0,-0.29698173775713166,-0.29698173775713166,0.697605144127601,1.0
AT1G02580,5.333333333333333,-1.2954558835261714,-1.2954558835261714,0.030276367530350415,1.0
AT1G02590,0.0,0.0,0.0,1.0,1.0
AT1G02600,0.0,0.0,0.0,1.0,1.0
AT1G02610,114.33333333333333,-0.07507043321018601,-0.07507043321018601,0.910848925263475,1.0
AT1G02620,0.0,0.0,0.0,1.0,1.0
AT1G02630,0.5,-1.0,-1.0,0.42264973081037416,1.0
AT1G02640,71.83333333333333,-0.07264530183176594,-0.07264530183176594,0.8224349785991651,1.0
AT1G02650,1.0,0.0,0.0,1.0,1.0
AT1G02660,13.666666666666666,-0.06558834162757671,-0.06558834162757671,0.9456718411939907,1.0
AT1G02670,11.833333333333334,0.41503749927884376,0.41503749927884376,0.6328119844475276,1.0
AT1G02680,253.16666666666666,-0.5652801348594563,-0.5652801348594563,0.2473263515714074,1.0
AT1G02690,253.66666666666666,0.026437559929302613,0.026437559929302613,0.9256845749642248,1.0
AT1G02700,4.666666666666667,-2.222392421336448,-2.222392421336448,0.14347053501748055,1.0
AT1G02705,3.8333333333333335,-0.29956028185890765,-0.29956028185890765,0.6519586963751551,1.0
AT1G02710,0.8333333333333334,-0.26303440583379395,-0.26303440583379395,0.6494501780131947,1.0
AT1G02720,140.0,-0.013642607958667846,-0.013642607958667846,0.9569879998261703,1.0
AT1G02730,121.0,-0.18156157881337953,-0.18156157881337953,0.7717514119117213,1.0
AT1G02740,84.66666666666667,-0.0786098346963665,-0.0786098346963665,0.7557949494357051,1.0
AT1G02750,133.0,-0.6044283233096207,-0.6044283233096207,0.30484620021074355,1.0
AT1G02760,0.0,0.0,0.0,1.0,1.0
AT1G02770,1.0,1.0000000000000002,1.0000000000000002,0.38405259833092176,1.0
AT1G02780,10927.5,-0.2328898485291832,-0.2328898485291832,0.36662342075954746,1.0
AT1G02790,0.0,0.0,0.0,1.0,1.0
AT1G02800,0.0,0.0,0.0,1.0,1.0
AT1G02810,130.16666666666666,0.691192826846079,0.691192826846079,0.2985109909952816,1.0
AT1G02813,1.3333333333333333,-1.3219280948873624,-1.3219280948873624,0.13943499880509497,1.0
AT1G02816,564.8333333333334,-0.46200097824943054,-0.46200097824943054,0.4779029226218616,1.0
AT1G02820,0.5,-0.3219280948873623,-0.3219280948873623,0.6855984144761557,1.0
AT1G02830,0.0,0.0,0.0,1.0,1.0
AT1G02840,881.0,0.21851125799909568,0.21851125799909568,0.5341607917898259,1.0
AT1G02850,744.0,0.7043512299114868,0.7043512299114868,0.12114493779719333,1.0
AT1G02860,83.33333333333333,-0.19417254768898956,-0.19417254768898956,0.7879208315321831,1.0
AT1G02870,393.3333333333333,-0.5732848068586813,-0.5732848068586813,0.07336637115274176,1.0
AT1G02880,206.83333333333334,-0.4596814143336859,-0.4596814143336859,0.15473681704062467,1.0
AT1G02890,179.5,0.1840830644389719,0.1840830644389719,0.5469740484191429,1.0
AT1G02900,620.5,-1.0437478953651675,-1.0437478953651675,0.3195582820123741,1.0
AT1G02910,69.5,-0.19812714295881123,-0.19812714295881123,0.3863251547214099,1.0
AT1G02920,153.83333333333334,2.037169792590541,2.037169792590541,0.23438078367899637,1.0
AT1G02930,70.33333333333333,2.481457924967296,2.481457924967296,0.17537851794482737,1.0
AT1G02940,0.0,0.0,0.0,1.0,1.0
AT1G02950,96.83333333333333,-0.7487748964558396,-0.7487748964558396,0.17104986241391304,1.0
AT1G02952,1.8333333333333333,-0.5145731728297586,-0.5145731728297586,0.5787695488253207,1.0
AT1G02960,157.83333333333334,-0.43006110560738026,-0.43006110560738026,0.2662770257007432,1.0
AT1G02965,0.0,0.0,0.0,1.0,1.0
AT1G02970,50.333333333333336,-0.1312445332782525,-0.1312445332782525,0.7732167296894606,1.0
AT1G02980,1.8333333333333333,0.5145731728297585,0.5145731728297585,0.6864393460350279,1.0
AT1G02990,157.66666666666666,0.4398206002087321,0.4398206002087321,0.3050104713708804,1.0
AT1G03000,80.66666666666667,-0.1887022084729406,-0.1887022084729406,0.5392971008359859,1.0
AT1G03010,56.166666666666664,-0.38074432172496603,-0.38074432172496603,0.45861945001900944,1.0
AT1G03020,0.0,0.0,0.0,1.0,1.0
AT1G03030,190.0,-0.35426033752242037,-0.35426033752242037,0.47183100912948706,1.0
AT1G03040,348.3333333333333,0.013766278505951097,0.013766278505951097,0.9516807941678476,1.0
AT1G03050,0.3333333333333333,-0.736965594166206,-0.736965594166206,0.4226497308103743,1.0
AT1G03055,0.3333333333333333,-0.736965594166206,-0.736965594166206,0.4226497308103743,1.0
AT1G03060,173.33333333333334,-0.24332307920604876,-0.24332307920604876,0.6043022242496165,1.0
AT1G03070,9.166666666666666,1.2563397532597855,1.2563397532597855,0.1820412030587551,1.0
AT1G03080,386.8333333333333,0.40058151619503707,0.40058151619503707,0.5056081796890953,1.0
AT1G03090,231.0,0.6535305378591473,0.6535305378591473,0.42129464547864987,1.0
AT1G03100,42.333333333333336,0.2671040701428407,0.2671040701428407,0.5716574429311202,1.0
AT1G03103,0.0,0.0,0.0,1.0,1.0
AT1G03106,4.5,0.8073549220576041,0.8073549220576041,0.5150517406054559,1.0
AT1G03110,309.6666666666667,-0.20778454526833148,-0.20778454526833148,0.5737307402185319,1.0
AT1G03120,1.8333333333333333,-1.263034405833794,-1.263034405833794,0.17266467445847006,1.0
AT1G03130,23.5,-0.5360529002402097,-0.5360529002402097,0.24331058928818414,1.0
AT1G03140,531.0,-0.005423671955022224,-0.005423671955022224,0.9873209532613572,1.0
AT1G03150,384.5,-0.727326540641958,-0.727326540641958,0.23058804362286275,1.0
AT1G03160,60.333333333333336,0.3307519452743683,0.3307519452743683,0.04692607323029949,1.0
AT1G03165,0.0,0.0,0.0,1.0,1.0
AT1G03170,1.8333333333333333,0.16992500144231207,0.16992500144231207,0.8614644422235105,1.0
AT1G03180,90.5,-0.2476249665113895,-0.2476249665113895,0.50107678895807,1.0
AT1G03190,53.666666666666664,0.24691474047051698,0.24691474047051698,0.6817178590433721,1.0
AT1G03200,16.166666666666668,-0.7744402995848693,-0.7744402995848693,0.2801726044083036,1.0
AT1G03210,518.1666666666666,-0.38859499470019837,-0.38859499470019837,0.40673203001602243,1.0
AT1G03220,1757.8333333333333,0.6727868952815617,0.6727868952815617,0.14641371575410808,1.0
AT1G03230,792.3333333333334,1.094712300102075,1.094712300102075,0.04132653199933115,1.0
AT1G03240,10.166666666666666,0.04306872189188593,0.04306872189188593,0.9498288596225885,1.0
AT1G03250,196.16666666666666,-0.0902741036933438,-0.0902741036933438,0.7071170112209896,1.0
AT1G03260,119.5,-0.019954606375644852,-0.019954606375644852,0.8877586473743542,1.0
AT1G03270,38.333333333333336,-0.19592020997525703,-0.19592020997525703,0.5328179154082779,1.0
AT1G03280,261.8333333333333,-0.03842534794178484,-0.03842534794178484,0.9180617282068826,1.0
AT1G03290,240.5,0.1414954356266565,0.1414954356266565,0.7779929316951605,1.0
AT1G03300,18.166666666666668,-0.9068905956085186,-0.9068905956085186,0.48757016999044545,1.0
AT1G03310,32.5,0.18687813472350961,0.18687813472350961,0.7157528342804698,1.0
AT1G03320,0.6666666666666666,0.0,0.0,1.0,1.0
AT1G03325,0.0,0.0,0.0,1.0,1.0
AT1G03330,646.5,-0.8536611145442454,-0.8536611145442454,0.27496887624591326,1.0
AT1G03340,22.5,0.26678654069490165,0.26678654069490165,0.6716488587126381,1.0
AT1G03350,290.1666666666667,-0.0578146351207751,-0.0578146351207751,0.8015055472471089,1.0
AT1G03360,281.8333333333333,0.09014462303800823,0.09014462303800823,0.7285439400349588,1.0
AT1G03365,133.83333333333334,0.09633433477353043,0.09633433477353043,0.7808763314107624,1.0
AT1G03370,95.5,0.3454965660257667,0.3454965660257667,0.47849207517871667,1.0
AT1G03380,218.83333333333334,0.47006491169025,0.47006491169025,0.2541109188144445,1.0
AT1G03390,2.6666666666666665,-1.7655347463629774,-1.7655347463629774,0.27144583242186765,1.0
AT1G03395,0.0,0.0,0.0,1.0,1.0
AT1G03400,26.333333333333332,1.4029646669782687,1.4029646669782687,0.20337264920855128,1.0
AT1G03410,664.0,-0.29900575783964883,-0.29900575783964883,0.20835398079889617,1.0
AT1G03430,215.66666666666666,-0.5296800652199665,-0.5296800652199665,0.35111684646189567,1.0
AT1G03440,60.833333333333336,-0.7890541053146601,-0.7890541053146601,0.2602849381996336,1.0
AT1G03445,2.1666666666666665,0.7776075786635522,0.7776075786635522,0.5769192670034317,1.0
AT1G03457,92.16666666666667,-0.13947441892105833,-0.13947441892105833,0.6506234753901562,1.0
AT1G03470,43.0,-0.4182257769098913,-0.4182257769098913,0.5103398694162203,1.0
AT1G03475,180.33333333333334,-0.11143992105560872,-0.11143992105560872,0.7545278973622136,1.0
AT1G03490,0.0,0.0,0.0,1.0,1.0
AT1G03495,7.333333333333333,0.7062687969432899,0.7062687969432899,0.3191796605952532,1.0
AT1G03502,0.5,-1.0,-1.0,0.22540333075851665,1.0
AT1G03506,0.16666666666666666,0.41503749927884376,0.41503749927884376,0.4226497308103743,1.0
AT1G03510,21.0,0.043721377429317775,0.043721377429317775,0.9266241929574576,1.0
AT1G03515,0.0,0.0,0.0,1.0,1.0
AT1G03520,66.66666666666667,-0.5760843493747032,-0.5760843493747032,0.29665514687106415,1.0
AT1G03530,181.16666666666666,0.5586111737742038,0.5586111737742038,0.31269272787654395,1.0
AT1G03540,11.166666666666666,-0.5193741590935794,-0.5193741590935794,0.15818303478967105,1.0
AT1G03545,15.333333333333334,-0.29545588352617136,-0.29545588352617136,0.5865187365497718,1.0
AT1G03550,73.33333333333333,0.11651400872642503,0.11651400872642503,0.8074674860657289,1.0
AT1G03560,44.166666666666664,-0.2240402742179302,-0.2240402742179302,0.6617778458407414,1.0
AT1G03570,0.16666666666666666,0.41503749927884376,0.41503749927884376,0.4226497308103743,1.0
AT1G03590,365.3333333333333,0.25533488100289664,0.25533488100289664,0.5302678052093821,1.0
AT1G03600,12.166666666666666,0.10962449117449823,0.10962449117449823,0.8251879127448688,1.0
AT1G03610,444.6666666666667,-0.14038767872626778,-0.14038767872626778,0.6620011580207292,1.0
AT1G03620,24.666666666666668,-0.4150374992788438,-0.4150374992788438,0.1439426908731967,1.0
AT1G03630,3.5,-0.5405683813627028,-0.5405683813627028,0.11314515414331774,1.0
AT1G03640,0.0,0.0,0.0,1.0,1.0
AT1G03650,58.5,-0.3001237245690139,-0.3001237245690139,0.31179900644273567,1.0
AT1G03660,35.5,-0.41119543298444966,-0.41119543298444966,0.7576985895939276,1.0
AT1G03670,0.0,0.0,0.0,1.0,1.0
AT1G03680,161.5,-0.7409127786828691,-0.7409127786828691,0.12142001969824112,1.0
AT1G03687,185.16666666666666,-0.12665614151294252,-0.12665614151294252,0.762839108110411,1.0
AT1G03700,4.0,-2.0,-2.0,0.0117745364970821,1.0
AT1G03710,0.0,0.0,0.0,1.0,1.0
AT1G03720,0.0,0.0,0.0,1.0,1.0
AT1G03730,211.83333333333334,-0.23778504596601063,-0.23778504596601063,0.5193128901283963,1.0
AT1G03740,107.16666666666667,0.2989404343559724,0.2989404343559724,0.686072743519407,1.0
AT1G03743,0.6666666666666666,-0.5849625007211563,-0.5849625007211563,0.38680875391800656,1.0
AT1G03746,2.0,-1.807354922057604,-1.807354922057604,0.2653432128086222,1.0
AT1G03750,45.166666666666664,-0.5589672921882116,-0.5589672921882116,0.373454144638168,1.0
AT1G03760,86.33333333333333,-0.5460611499047644,-0.5460611499047644,0.337896943643955,1.0
AT1G03770,86.33333333333333,-0.6495027529158669,-0.6495027529158669,0.2874668482175937,1.0
AT1G03780,130.83333333333334,-0.5728134180550397,-0.5728134180550397,0.21153343271872138,1.0
AT1G03790,6.166666666666667,3.736965594166206,3.736965594166206,0.07121913217321074,1.0
AT1G03800,13.666666666666666,-0.6674246609131291,-0.6674246609131291,0.4163185962363299,1.0
AT1G03810,0.0,0.0,0.0,1.0,1.0
AT1G03820,21.666666666666668,-4.7114949066500875,-4.7114949066500875,0.23654001835288072,1.0
AT1G03830,53.166666666666664,0.8882091745424434,0.8882091745424434,0.029172067467256566,1.0
AT1G03840,175.33333333333334,-0.6317074010936601,-0.6317074010936601,0.20090481425421194,1.0
AT1G03850,492.1666666666667,-0.7632895471556007,-0.7632895471556007,0.4029232278112309,1.0
AT1G03860,1133.6666666666667,-0.41998332188364595,-0.41998332188364595,0.3185284144286659,1.0
AT1G03870,1466.6666666666667,0.09899269460551788,0.09899269460551788,0.8139133471155268,1.0
AT1G03880,0.0,0.0,0.0,1.0,1.0
AT1G03890,0.0,0.0,0.0,1.0,1.0
AT1G03900,1199.5,-0.046872183053091446,-0.046872183053091446,0.859555462026424,1.0
AT1G03905,92.33333333333333,-0.289506617194985,-0.289506617194985,0.39962472689214845,1.0
