gene_id,osd120_lfc,osd120_se,osd120_pval,osd120_padj,osd658_lfc,osd658_se,osd658_pval,osd658_padj,meta_lfc,meta_se,meta_z,meta_pval,meta_ci_lower,meta_ci_upper,q_stat,pval_q,i2_percent,convergence_classification,status,meta_padj
AT1G01183,,,,,-3.10544,,1.0,1.0,,,,,,,,,,NOT_META_ANALYZABLE,NOT_META_ANALYZABLE,
AT1G01190,-3.041620844663405,2.376386648517005,0.3095240249373008,0.7001093336642888,-0.94617,,1.0,1.0,,,,,,,,,,SINGLE_DATASET_ONLY,SINGLE_DATASET_ONLY,
AT1G01200,-1.5429450696743383,2.1367199403296846,0.5269295719604524,0.8107308487304437,0.120046,1.1229957529607664,0.873,0.999754,-0.23988902976322155,0.9940648147974098,-0.2413213164698027,0.8093060908656051,-2.1882560667661446,1.7084780072397017,0.4746328627780212,0.4908635203173377,0.0,DISCORDANT,META_ANALYZED,0.915527005568607
AT1G01210,-0.493706536010971,0.1562306611553341,0.0342258795731196,0.5594404068439212,0.155155,0.5496473372277978,0.6191,0.999754,-0.44520287744446324,0.15027798467685524,-2.9625289319775545,0.003051231328807358,-0.7397477274110995,-0.15065802747782697,1.289418767422522,0.2561550920430957,22.445676667251735,DISCORDANT,META_ANALYZED,0.028494031820879277
AT1G01220,-0.0495754107983851,0.3354244063523368,0.8896539153660851,0.9632917890996432,-0.52765,0.7381464989626918,0.21705,0.999754,-0.13139838105448412,0.3053742085143775,-0.43028644001642224,0.6669872897659399,-0.729931829742664,0.46713506763369583,0.34768149921224456,0.5554285204605618,0.0,CONCORDANT,META_ANALYZED,0.8451692665074518
AT1G01225,-0.8148535843111648,0.3724550947082229,0.135071849578539,0.6107551634351184,,,,,,,,,,,,,,SINGLE_DATASET_ONLY,SINGLE_DATASET_ONLY,
"AT1G01225,AT1G01230",,,,,0.190183,0.4612554448529768,0.4783,0.999754,,,,,,,,,,SINGLE_DATASET_ONLY,SINGLE_DATASET_ONLY,
AT1G01230,-0.4587535354352304,0.2983123531849128,0.2634095630284068,0.6728638919555828,,,,,,,,,,,,,,SINGLE_DATASET_ONLY,SINGLE_DATASET_ONLY,
AT1G01240,-0.0885040016652609,0.1732673686749812,0.6483822069697399,0.8698060369835122,-0.283781,0.5821865255210898,0.40795,0.999754,-0.1043932059967292,0.16606865918768765,-0.6286147338538212,0.5296013120192742,-0.429887778004597,0.2211013660111386,0.10335218930881342,0.7478433678649984,0.0,CONCORDANT,META_ANALYZED,0.7645483170080605
AT1G01250,,,,,0.0,,1.0,1.0,,,,,,,,,,NOT_META_ANALYZABLE,NOT_META_ANALYZABLE,
AT1G01260,0.6836558448181921,0.17561572839743,0.0535060798035129,0.5744567032309515,-0.316292,0.6638834490908366,0.40705,0.999754,0.6182604993012846,0.16977611315109611,3.6416224156990187,0.0002709252427801623,0.2854993175251362,0.951021681077433,2.1203002703284195,0.14535804350801884,52.83686872118791,DISCORDANT,META_ANALYZED,0.004278765071833935
AT1G01270,,,,,0.0,,1.0,1.0,,,,,,,,,,NOT_META_ANALYZABLE,NOT_META_ANALYZABLE,
AT1G01280,,,,,0.0,,1.0,1.0,,,,,,,,,,NOT_META_ANALYZABLE,NOT_META_ANALYZABLE,
AT1G01290,-0.2350478745077362,0.2554273747256507,0.4095824871029304,0.7533801628347934,0.0624108,0.5539895434815414,0.8478,0.999754,-0.18289883135605373,0.23195910290973903,-0.7884960282297011,0.43040662087405357,-0.6375386730591422,0.2717410103470348,0.23775962283469496,0.6258289364210463,0.0,DISCORDANT,META_ANALYZED,0.6956472178376575
AT1G01300,0.2330205061007534,0.314715683189485,0.5051764026848253,0.7994553676340833,0.128681,0.4857114817708628,0.6534,0.999754,0.2021679948562652,0.2641187548805328,0.7654435405305109,0.44400747424675746,-0.31550476470957917,0.7198407544221095,0.03250143412956737,0.8569315461620536,0.0,CONCORDANT,META_ANALYZED,0.703735562788412
AT1G01305,,,,,inf,,1.0,1.0,,,,,,,,,,NOT_META_ANALYZABLE,NOT_META_ANALYZABLE,
AT1G01310,-18.872148537834963,10.153017580559611,0.2041569125717028,0.6423531535649486,1.59181,,1.0,1.0,,,,,,,,,,SINGLE_DATASET_ONLY,SINGLE_DATASET_ONLY,
AT1G01320,-0.0978208586224454,2.9949356931314983,0.9757881730379194,0.9922358683714176,-0.487369,1.0419121608332407,0.4158,0.999754,-0.4453126342613002,0.9840627753490934,-0.4525246208031056,0.6508910884299324,-2.3740756739455233,1.4834504054229227,0.015091439374595438,0.9022280815477213,0.0,CONCORDANT,META_ANALYZED,0.8391252530487975
AT1G01340,0.383630536612053,0.5669629110277739,0.553208879974552,0.8226155776125652,-0.195244,1.0229697160222153,0.74395,0.999754,0.24760045557552796,0.49589306213266,0.4993021166916236,0.6175665641872055,-0.7243499462044856,1.2195508573555416,0.24496842159247306,0.62064046463386,0.0,DISCORDANT,META_ANALYZED,0.821043586294022
AT1G01350,-0.3148555518236757,0.0873172019778504,0.0366738669985973,0.5606873859275286,0.00515661,0.48805652305595515,0.98245,0.999754,-0.30493027172801374,0.08595245103381671,-3.547662318646893,0.0003886661784262557,-0.47339707575429446,-0.13646346770173298,0.41659076100465053,0.5186431089627436,0.0,DISCORDANT,META_ANALYZED,0.005747973768018714
AT1G01355,,,,,0.0,,1.0,1.0,,,,,,,,,,NOT_META_ANALYZABLE,NOT_META_ANALYZABLE,
AT1G01360,-0.2804764621124109,0.2759283935820022,0.3693347869038001,0.7325436201699617,-0.100032,0.48833496873215093,0.7197,0.999754,-0.23680806573666133,0.24023134192945417,-0.985750085041784,0.32425576528266853,-0.7076614959183914,0.23404536444506882,0.10349467774848595,0.747675517559865,0.0,CONCORDANT,META_ANALYZED,0.6035660660676682
AT1G01370,-0.7110698388104445,0.1486446289058063,0.0136094243396387,0.5536910511401907,-0.442091,0.5773480626907501,0.18785,0.999754,-0.6943486423714492,0.143950219070918,-4.823533071730679,1.410373690058364e-06,-0.9764910717504485,-0.4122062129924499,0.2035574590742568,0.6518645616984392,0.0,CONCORDANT,META_ANALYZED,5.044274452857018e-05
AT1G01380,-0.4761898281338724,0.2101659295644332,0.0864823698049214,0.5845427509517698,0.465991,1.367942557045187,0.5845,0.999754,-0.4544632607479029,0.20772859696513937,-2.187774179325777,0.028686055599097537,-0.861611310799576,-0.04731521069622974,0.46344772397095163,0.49601706753529606,0.0,DISCORDANT,META_ANALYZED,0.1393373877648328
AT1G01390,,,,,0.302865,,1.0,1.0,,,,,,,,,,NOT_META_ANALYZABLE,NOT_META_ANALYZABLE,
AT1G01400,,,,,0.0,,1.0,1.0,,,,,,,,,,NOT_META_ANALYZABLE,NOT_META_ANALYZABLE,
AT1G01410,,,,,0.0,,1.0,1.0,,,,,,,,,,NOT_META_ANALYZABLE,NOT_META_ANALYZABLE,
AT1G01420,,,,,0.0,,1.0,1.0,,,,,,,,,,NOT_META_ANALYZABLE,NOT_META_ANALYZABLE,
AT1G01430,0.3512003955068528,0.3432447175410791,0.3642557898904262,0.7310401106603881,0.176254,0.5663052034636208,0.5892,0.999754,0.3041974814153132,0.2935353734013809,1.036323077148705,0.3000514435231949,-0.2711318504513933,0.8795268132820198,0.06979463793106835,0.7916360218264198,0.0,CONCORDANT,META_ANALYZED,0.5798286372293959
AT1G01440,0.235987567510854,0.1582513235975571,0.2119089612489807,0.6434218964230154,-0.532983,0.9067220357494644,0.29345,0.999754,0.21325625806823503,0.15589476752116505,1.3679500695190576,0.17132770564354605,-0.09229748627324844,0.5188100024097185,0.6979743602313903,0.4034651767706282,0.0,DISCORDANT,META_ANALYZED,0.4262561535544167
AT1G01448,0.02912270320588,0.0715352271427079,0.7196886766250485,0.8995688667404436,-0.0618177,0.6364278412021542,0.8628,0.999754,0.027988094942115106,0.07108757566647914,0.39371289117280595,0.693793022753149,-0.111343553364184,0.1673197432484142,0.020163359658929247,0.8870817866623149,0.0,DISCORDANT,META_ANALYZED,0.8599451759077034
AT1G01450,0.0535217596424769,0.0977541682466762,0.635734273284233,0.864029285355986,inf,,1.0,1.0,,,,,,,,,,SINGLE_DATASET_ONLY,SINGLE_DATASET_ONLY,
AT1G01453,-2.0171544169395195,1.9033795944327148,0.3556672870618501,0.7270913614236726,4.75799,3.7323423282083468,0.43485,0.999754,-0.6188161135348065,1.6956191731312695,-0.36494993884272364,0.7151487755899644,-3.942229692872095,2.7045974658024816,2.6150499749082217,0.10585419015635189,61.759813020969275,DISCORDANT,META_ANALYZED,0.8690373077113697
AT1G01460,,,,,0.0,,1.0,1.0,,,,,,,,,,NOT_META_ANALYZABLE,NOT_META_ANALYZABLE,
AT1G01470,-0.2808449886839386,0.4212323242435582,0.5537224203880391,0.8226941514591479,0.810206,0.6048073693089779,0.0196,0.455671,0.075528822296256,0.3456586594243553,0.21850695834450776,0.8270341373285217,-0.6019621501754804,0.7530197947679924,2.191328301228728,0.13878958024963817,54.36557820025064,DISCORDANT,META_ANALYZED,0.924384855506505
AT1G01471,,,,,0.0,,1.0,1.0,,,,,,,,,,NOT_META_ANALYZABLE,NOT_META_ANALYZABLE,
AT1G01480,-1.1380370191602016,0.905288380442544,0.2941556680353163,0.6908443888785702,2.04748,2.1026514719731026,0.33145,0.999754,-0.6398810607448582,0.8314956687255268,-0.7695542921175218,0.4415643272906804,-2.2696125714468907,0.9898504499571743,1.9362942985542615,0.16407145889430097,48.35495819273691,DISCORDANT,META_ANALYZED,0.7024394482605733
AT1G01490,-0.6859168063474929,0.3675212771412703,0.1416807686724687,0.6145976784520986,0.678872,0.48861154895313774,0.0184,0.439435,-0.1927704047242784,0.2937101372248582,-0.6563287414785329,0.5116126285621432,-0.7684422736850005,0.38290146423644367,4.982833164277119,0.025600026157456268,79.93109608466945,DISCORDANT,META_ANALYZED,0.7517632485048946
AT1G01500,0.4583777684646396,0.28682034994937,0.1889318348281644,0.633706265748993,0.807043,2.361984898150316,0.7662,0.999754,0.46344437417083084,0.2847287682689105,1.6276696485166309,0.10359495212631886,-0.0946240116362338,1.0215127599778955,0.021473647882959242,0.88349598716827,0.0,CONCORDANT,META_ANALYZED,0.31726973724040725
AT1G01510,0.2084551446794071,0.2824734754061815,0.5318138060994468,0.8126545695085801,,,,,,,,,,,,,,SINGLE_DATASET_ONLY,SINGLE_DATASET_ONLY,
"AT1G01510,AT1G01550",,,,,-0.203029,0.6823036388810474,0.58745,0.999754,,,,,,,,,,SINGLE_DATASET_ONLY,SINGLE_DATASET_ONLY,
AT1G01520,,,,,2.97344,,1.0,1.0,,,,,,,,,,NOT_META_ANALYZABLE,NOT_META_ANALYZABLE,
AT1G01530,,,,,3.1281,,1.0,1.0,,,,,,,,,,NOT_META_ANALYZABLE,NOT_META_ANALYZABLE,
AT1G01540,0.0935468160171682,0.1688139594930149,0.625331650135127,0.8583289732734843,-0.0653199,1.3734440444750962,0.92645,0.999754,0.0911824450334035,0.1675530438602897,0.5442004688941008,0.5863035292062391,-0.23722152093276433,0.41958641099957134,0.013180498213173675,0.908598615033869,0.0,DISCORDANT,META_ANALYZED,0.8034625479953024
AT1G01550,-0.1509924636935996,0.2016141480574291,0.5212294361592846,0.8075645714306493,,,,,,,,,,,,,,SINGLE_DATASET_ONLY,SINGLE_DATASET_ONLY,
AT1G01560,3.5736952696615885,2.511029640438052,0.2654464561432978,0.6734847393671239,inf,,5e-05,0.00680385,,,,,,,,,,SINGLE_DATASET_ONLY,SINGLE_DATASET_ONLY,
AT1G01570,0.6659880753376448,0.4987681652482001,0.3104236402995767,0.7007064185441862,-0.0416064,1.1535480007319467,0.94915,0.999754,0.5545386026011065,0.4578070361942112,1.211293315216457,0.22578300981894017,-0.34276318833954744,1.4518403935417605,0.3170041877403795,0.5734136050865055,0.0,DISCORDANT,META_ANALYZED,0.49607852941153385
AT1G01580,-0.2312075372476138,0.360495162861275,0.5763118430620153,0.833412415899379,0.35262,1.1236914644444798,0.5953,0.999754,-0.176726568472803,0.3432631670150874,-0.5148427954259227,0.6066628775623963,-0.8495223758223743,0.49606923887676835,0.24475440314070893,0.6207931263502471,0.0,DISCORDANT,META_ANALYZED,0.8147868050038674
AT1G01590,,,,,0.0,,1.0,1.0,,,,,,,,,,NOT_META_ANALYZABLE,NOT_META_ANALYZABLE,
AT1G01600,,,,,-0.0544586,,1.0,1.0,,,,,,,,,,NOT_META_ANALYZABLE,NOT_META_ANALYZABLE,
AT1G01610,-3.220685566344447,1.020197424610361,0.0391655728704667,0.5610154151345139,-0.559497,0.996947666648848,0.37415,0.999754,-1.8594223086379438,0.7130263803558373,-2.6077889400249052,0.009112912418761665,-3.2569540141353848,-0.46189060314050256,3.480561609528383,0.06209366295487273,71.26900448300066,HETEROGENEOUS,META_ANALYZED,0.06273393425269645
AT1G01620,-0.1474032519872713,0.1299922638892561,0.3683667177835495,0.7325436201699617,-0.196824,0.3758858882372376,0.3686,0.999754,-0.1526824782171051,0.12285320781402997,-1.2428041638784835,0.21394000776808508,-0.39347476553260385,0.08810980909839364,0.015439903191184297,0.9011114701729426,0.0,CONCORDANT,META_ANALYZED,0.48078559018573847
AT1G01630,-0.2024194625553909,0.458597003784967,0.6990818063649064,0.8911961622209795,0.464148,1.895440957872556,0.67745,0.999754,-0.1655574248621837,0.44573616800061394,-0.37142470534712285,0.7103212273349033,-1.039200314143387,0.7080854644190195,0.11683178804436722,0.7324964024511205,0.0,DISCORDANT,META_ANALYZED,0.8666556870933629
AT1G01640,-0.1158751666099357,1.4537645928232303,0.9435800964348828,0.9814214822649844,-0.562848,1.940574123747595,0.6823,0.999754,-0.2765495635368444,1.1634909548372567,-0.2376894830055011,0.8121219412839107,-2.5569918350178678,2.003892707944179,0.033981272041094045,0.8537466585739397,0.0,CONCORDANT,META_ANALYZED,0.9171077275528113
AT1G01650,0.4641487333823453,0.299598132540899,0.2483067079307451,0.6631650046380777,0.253275,5.875482229145546,0.90335,0.999754,0.463601861102242,0.2992093968870818,1.5494227986335602,0.12128011670595229,-0.12284855679643836,1.0500522790009224,0.001284784218677682,0.9714068389529366,0.0,CONCORDANT,META_ANALYZED,0.34858231215799107
AT1G01660,0.7002731740697807,1.2583666815303851,0.6172028578889619,0.8545626332606914,1.35129,6.454785595207957,0.4425,0.999754,0.7241097120827393,1.2351147384609447,0.5862691857964872,0.5576946348837277,-1.6967151753007124,3.144934599466191,0.009799884815919912,0.921142742144818,0.0,CONCORDANT,META_ANALYZED,0.7844329743713079
AT1G01670,-0.3439574759601931,1.70765660210604,0.8544597388257239,0.9520894495569152,-1.19186,5.828479771528053,0.3135,0.999754,-0.4109876775872265,1.6387684430740483,-0.2507905734481219,0.8019760300185994,-3.622973826012361,2.8009984708379085,0.019490158492374194,0.8889703849526491,0.0,CONCORDANT,META_ANALYZED,0.9125741269098343
AT1G01680,,,,,inf,,1.0,1.0,,,,,,,,,,NOT_META_ANALYZABLE,NOT_META_ANALYZABLE,
AT1G01690,-0.1013776217925821,0.2543953542232111,0.7106844621445281,0.8966826035854387,-0.33365,2.736204167657599,0.7247,0.999754,-0.10336820782549022,0.25330291810039024,-0.4080813936163295,0.6832139196619207,-0.599841927302255,0.39310551165127466,0.007144307966665196,0.932639815335452,0.0,CONCORDANT,META_ANALYZED,0.8539892181018298
AT1G01695,,,,,1.18574,,1.0,1.0,,,,,,,,,,NOT_META_ANALYZABLE,NOT_META_ANALYZABLE,
AT1G01700,-1.3206401759832078,0.7798248616913536,0.1929818215611749,0.6371233471586126,-0.347166,4.830827930819999,0.79515,0.999754,-1.295917055321461,0.769858652609857,-1.6833181661701682,0.09231351554579081,-2.8048400144367807,0.21300590379385875,0.03957615241388834,0.8423115887687646,0.0,CONCORDANT,META_ANALYZED,0.29614380440837484
AT1G01710,0.325139564822672,0.2484131438932272,0.2680788288655693,0.6736845483720298,-0.174028,2.1890397070680767,0.91905,0.999754,0.31879311038147917,0.2468289204843546,1.2915549351182536,0.1965113189579002,-0.16499157376785584,0.8025777945308141,0.051336751289698376,0.8207533403347196,0.0,DISCORDANT,META_ANALYZED,0.459263558362101
AT1G01715,-0.7438710006949105,0.4198770882027187,0.2098938166214239,0.6431606241678713,,,,,,,,,,,,,,SINGLE_DATASET_ONLY,SINGLE_DATASET_ONLY,
AT1G01720,0.4733695905485248,0.3075350198506589,0.2321560246659187,0.6552601383119585,,,,,,,,,,,,,,SINGLE_DATASET_ONLY,SINGLE_DATASET_ONLY,
"AT1G01720,AT1G01730",,,,,0.354908,0.5583747240835167,0.23545,0.999754,,,,,,,,,,SINGLE_DATASET_ONLY,SINGLE_DATASET_ONLY,
AT1G01725,-0.9247309738041488,0.3615310675715342,0.0642272607894799,0.5776678688724508,0.521339,1.3319409421761668,0.4321,0.999754,-0.8255021834066241,0.34890658268269736,-2.3659690713183026,0.017982946645070053,-1.5093590854647108,-0.14164528134853727,1.0978316790230818,0.2947424530119973,8.911355073132743,DISCORDANT,META_ANALYZED,0.10054333981365998
AT1G01730,-0.0137497215857936,0.583536873905803,0.9825537439885595,0.994273478272642,,,,,,,,,,,,,,SINGLE_DATASET_ONLY,SINGLE_DATASET_ONLY,
AT1G01740,0.3779500158810435,0.3146279264151178,0.314841633154195,0.7052834368452063,-0.208489,1.1541621226631829,0.75835,0.999754,0.33738485567067505,0.3035512231220474,1.11145938468192,0.266370663112532,-0.25757554164853785,0.9323452529898879,0.24031535208299667,0.6239784436251847,0.0,DISCORDANT,META_ANALYZED,0.5437652984006878
AT1G01750,-0.042782635597787,0.50067578435847,0.9383041545235768,0.9797738878903482,2.24595,1.013812715823685,0.0025,0.124101,0.4059731530243968,0.4489161552717937,0.9043407065147894,0.36581476825735404,-0.4739025113083188,1.2858488173571123,4.097245173933172,0.04295314630142899,75.59335705946918,DISCORDANT,META_ANALYZED,0.6402684401561384
AT1G01760,0.1255989446783662,0.5074249753825629,0.818851331200854,0.9394263758741428,-0.306283,1.234822890041042,0.6016,0.999754,0.06320595496373582,0.4693426763902276,0.13466909817334452,0.8928735066619338,-0.8567056907611103,0.9831176006885819,0.1046543214088885,0.7463141832951858,0.0,DISCORDANT,META_ANALYZED,0.9497693160567733
AT1G01770,0.0525070106831315,0.2399619954752572,0.8376375326176893,0.9459177216728744,,,,,,,,,,,,,,SINGLE_DATASET_ONLY,SINGLE_DATASET_ONLY,
"AT1G01770,AT1G01780",,,,,-0.409053,0.6540944364403325,0.27575,0.999754,,,,,,,,,,SINGLE_DATASET_ONLY,SINGLE_DATASET_ONLY,
AT1G01780,-0.2073699223440741,0.3226459853037099,0.5554213616453194,0.8235624383267057,,,,,,,,,,,,,,SINGLE_DATASET_ONLY,SINGLE_DATASET_ONLY,
AT1G01790,-0.7584452946950581,0.4101951889613499,0.140223764336937,0.6145976784520986,-0.493044,0.7616002372644154,0.2665,0.999754,-0.698767700059309,0.3611446679461503,-1.9348692146923823,0.053006346821521166,-1.4066112492337637,0.009075849115145584,0.0941311192320983,0.7589895553978899,0.0,CONCORDANT,META_ANALYZED,0.20798808167698016
AT1G01800,0.0375144255893859,0.0614897309308695,0.5846559338329572,0.8386997846238541,0.370966,0.4656393211335529,0.16215,0.999754,0.0432296139828185,0.060960502280337024,0.7091413680290874,0.4782367537944707,-0.07625297048664206,0.16271219845227908,0.50403203259569,0.4777338193648205,0.0,CONCORDANT,META_ANALYZED,0.7275259035430112
AT1G01810,-0.6345116266418755,0.5404549434994168,0.3436808891709178,0.7200564894450135,0.701828,1.2855546641169078,0.3674,0.999754,-0.4337994297826193,0.49821753331058416,-0.8707028572440721,0.3839164179967538,-1.4103057950713642,0.5427069355061256,0.9182725961420553,0.3379289412396985,0.0,DISCORDANT,META_ANALYZED,0.656875797997745
AT1G01820,0.1829624560686931,0.1653882481147888,0.3761622143216075,0.7355332916719347,0.406168,0.4571662687813679,0.12235,0.999754,0.2087940270156819,0.15552388623620883,1.3425206382675305,0.1794272432209456,-0.09603279000728743,0.5136208440386512,0.21078830036486326,0.6461502427213673,0.0,CONCORDANT,META_ANALYZED,0.4374751684738241
AT1G01830,0.2265716574881805,0.226714337239046,0.3765775907424315,0.7355332916719347,0.646712,0.6181769519002829,0.07395,0.899933,0.2763821739194942,0.21285121740179813,1.298475889840785,0.19412385603121018,-0.14080621218803013,0.6935705600270186,0.4071528309026654,0.5234181648396208,0.0,CONCORDANT,META_ANALYZED,0.4569753288977703
AT1G01840,-0.6278124003783667,0.4484584936426121,0.2683053087382083,0.6736845483720298,-0.347186,1.2625588211763508,0.6462,0.999754,-0.5963734889446063,0.42259184104261155,-1.4112281190125289,0.15817736148734785,-1.4246534973881249,0.23190651949891228,0.04386837206216672,0.8340986976473905,0.0,CONCORDANT,META_ANALYZED,0.40656259541056633
AT1G01860,-0.0756133976799109,0.3348516474443564,0.8329767473133928,0.9439801657905112,0.2283,1.1237503630161598,0.73705,0.999754,-0.05082943081063003,0.32090784346089657,-0.15839260973633298,0.8741474368470921,-0.6798088039939874,0.5781499423727272,0.06717625454256143,0.7954934114697758,0.0,DISCORDANT,META_ANALYZED,0.9420728890813655
AT1G01870,,,,,0.0,,1.0,1.0,,,,,,,,,,NOT_META_ANALYZABLE,NOT_META_ANALYZABLE,
